4.74985  -1
-0.0506989  -1
1.10523  -1
1.8146  -1
7.25268  -1
0.354435  -1
1.79418  -1
2.29666  -1
2.47116  -1
1.04802  -1
1.39091  -1
0.519701  -1
1.0866  -1
2.68374  -1
3.24401  -1
1.24841  -1
4.66954  -1
2.29198  -1
0.491249  -1
0.758087  -1
3.65209  -1
3.00759  -1
0.621131  -1
0.235111  -1
0.874374  -1
0.911502  -1
0.880996  -1
0.493073  -1
4.49809  -1
0.700782  -1
1.78682  -1
0.475612  -1
0.773774  -1
4.8697  -1
0.609096  -1
4.28851  -1
1.09741  -1
1.46446  -1
3.70903  -1
1.3001  -1
1.10787  -1
1.25653  -1
0.979436  -1
0.309914  -1
1.03758  -1
6.80471  -1
0.16144  -1
1.83646  -1
0.456447  -1
0.663267  -1
0.313555  -1
0.809428  -1
2.27616  -1
0.517398  -1
1.40839  -1
1.07964  -1
3.36707  -1
0.741714  -1
0.237157  -1
0.422597  -1
1.9432  -1
1.28443  -1
1.61744  -1
-0.0195497  -1
1.97164  -1
7.02428  -1
1.40178  -1
2.36075  -1
1.45893  -1
2.77766  -1
3.43699  -1
1.66958  -1
2.01396  -1
0.222318  -1
0.844323  -1
0.429861  -1
0.334493  -1
3.60103  -1
2.14506  -1
3.50298  -1
2.05033  -1
0.249489  -1
0.121676  -1
3.28532  -1
1.50042  -1
0.475979  -1
1.56824  -1
3.04725  -1
0.181004  -1
0.109286  -1
1.12344  -1
1.63132  -1
0.405529  -1
4.51349  -1
0.732551  -1
1.02447  -1
0.267024  -1
0.770331  -1
4.75608  -1
0.29072  -1
3.16978  -1
3.65802  -1
0.394975  -1
1.64299  -1
-0.12513  -1
1.54554  -1
1.78719  -1
1.0617  -1
1.77898  -1
1.0214  -1
1.4691  -1
0.912874  -1
3.9179  -1
2.04937  -1
2.09116  -1
2.29677  -1
1.44031  -1
2.54996  -1
0.0758231  -1
0.357981  -1
1.71295  -1
1.01278  -1
0.471916  -1
7.38797  -1
3.77349  -1
0.177415  -1
7.68036  -1
1.18334  -1
1.10557  -1
0.781702  -1
1.45906  -1
2.60705  -1
0.206112  -1
0.822853  -1
0.0557216  -1
2.80959  -1
0.862167  -1
1.32679  -1
2.36043  -1
1.31963  -1
1.8344  -1
1.13469  -1
5.00366  -1
0.0893515  -1
0.391263  -1
0.587782  -1
1.02097  -1
0.262598  -1
0.343032  -1
3.87661  -1
1.63188  -1
2.59338  -1
2.61153  -1
0.935357  -1
0.397526  -1
0.725651  -1
1.61414  -1
3.98686  -1
4.66426  -1
1.76111  -1
3.96055  -1
0.292262  -1
3.06828  -1
1.7274  -1
0.432338  -1
1.61061  -1
0.149647  -1
0.609119  -1
1.19312  -1
1.55886  -1
-0.0448822  -1
2.12096  -1
0.0523093  -1
3.63251  -1
1.18478  -1
0.768418  -1
0.122236  -1
2.87331  -1
1.43869  -1
0.427897  -1
0.734821  -1
0.177635  -1
1.75118  -1
0.213188  -1
2.84034  -1
0.857016  -1
2.03249  -1
0.734578  -1
0.303753  -1
0.454567  -1
1.84734  -1
0.556759  -1
0.42412  -1
0.86638  -1
1.50891  -1
0.545001  -1
0.24856  -1
0.539315  -1
0.795751  -1
0.637932  -1
0.410235  -1
0.350522  -1
2.3268  -1
1.45631  -1
2.51111  -1
-0.0323826  -1
0.972516  -1
0.713362  -1
2.833  -1
0.967245  -1
1.54761  -1
4.77897  -1
1.74641  -1
0.586857  -1
0.351369  -1
2.25673  -1
1.50395  -1
3.14702  -1
3.55799  -1
1.81005  -1
